"unit","iccs","geo","time","values"
"Number","Theft of a motorized land vehicle","Ostösterreich",2009-01-01,6651
"Number","Theft of a motorized land vehicle","Burgenland (AT)",2009-01-01,136
"Number","Theft of a motorized land vehicle","Niederösterreich",2009-01-01,2075
"Number","Theft of a motorized land vehicle","Wien",2009-01-01,4440
"Number","Theft of a motorized land vehicle","Wien",2009-01-01,4440
"Number","Theft of a motorized land vehicle","Südösterreich",2009-01-01,1146
"Number","Theft of a motorized land vehicle","Kärnten",2009-01-01,323
"Number","Theft of a motorized land vehicle","Steiermark",2009-01-01,823
"Number","Theft of a motorized land vehicle","Westösterreich",2009-01-01,1492
"Number","Theft of a motorized land vehicle","Oberösterreich",2009-01-01,740
"Number","Theft of a motorized land vehicle","Salzburg",2009-01-01,356
"Number","Theft of a motorized land vehicle","Tirol",2009-01-01,247
"Number","Theft of a motorized land vehicle","Vorarlberg",2009-01-01,149
"Number","Theft of a motorized land vehicle","Belgium",2009-01-01,21879
"Number","Theft of a motorized land vehicle","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest",2009-01-01,3479
"Number","Theft of a motorized land vehicle","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest",2009-01-01,3479
"Number","Theft of a motorized land vehicle","Arr. de Bruxelles-Capitale / Arr. van Brussel-Hoofdstad",2009-01-01,3479
"Number","Theft of a motorized land vehicle","Vlaams Gewest",2009-01-01,8275
"Number","Theft of a motorized land vehicle","Prov. Antwerpen",2009-01-01,2818
"Number","Theft of a motorized land vehicle","Arr. Antwerpen",2009-01-01,2044
"Number","Theft of a motorized land vehicle","Arr. Mechelen",2009-01-01,376
"Number","Theft of a motorized land vehicle","Arr. Turnhout",2009-01-01,398
"Number","Theft of a motorized land vehicle","Prov. Limburg (BE)",2009-01-01,1018
"Number","Theft of a motorized land vehicle","Arr. Hasselt",2009-01-01,515
"Number","Theft of a motorized land vehicle","Arr. Maaseik",2009-01-01,252
"Number","Theft of a motorized land vehicle","Arr. Tongeren",2009-01-01,251
"Number","Theft of a motorized land vehicle","Prov. Oost-Vlaanderen",2009-01-01,1483
"Number","Theft of a motorized land vehicle","Arr. Aalst",2009-01-01,248
"Number","Theft of a motorized land vehicle","Arr. Dendermonde",2009-01-01,176
"Number","Theft of a motorized land vehicle","Arr. Eeklo",2009-01-01,84
"Number","Theft of a motorized land vehicle","Arr. Gent",2009-01-01,629
"Number","Theft of a motorized land vehicle","Arr. Oudenaarde",2009-01-01,88
"Number","Theft of a motorized land vehicle","Arr. Sint-Niklaas",2009-01-01,258
"Number","Theft of a motorized land vehicle","Prov. Vlaams-Brabant",2009-01-01,1397
"Number","Theft of a motorized land vehicle","Arr. Halle-Vilvoorde",2009-01-01,804
"Number","Theft of a motorized land vehicle","Arr. Leuven",2009-01-01,593
"Number","Theft of a motorized land vehicle","Prov. West-Vlaanderen",2009-01-01,1559
"Number","Theft of a motorized land vehicle","Arr. Brugge",2009-01-01,411
"Number","Theft of a motorized land vehicle","Arr. Diksmuide",2009-01-01,21
"Number","Theft of a motorized land vehicle","Arr. Ieper",2009-01-01,92
"Number","Theft of a motorized land vehicle","Arr. Kortrijk",2009-01-01,439
"Number","Theft of a motorized land vehicle","Arr. Oostende",2009-01-01,344
"Number","Theft of a motorized land vehicle","Arr. Roeselare",2009-01-01,118
"Number","Theft of a motorized land vehicle","Arr. Tielt",2009-01-01,45
"Number","Theft of a motorized land vehicle","Arr. Veurne",2009-01-01,89
"Number","Theft of a motorized land vehicle","Région wallonne",2009-01-01,10125
"Number","Theft of a motorized land vehicle","Prov. Brabant Wallon",2009-01-01,667
"Number","Theft of a motorized land vehicle","Arr. Nivelles",2009-01-01,667
"Number","Theft of a motorized land vehicle","Prov. Hainaut",2009-01-01,4506
"Number","Theft of a motorized land vehicle","Arr. Ath",2009-01-01,143
"Number","Theft of a motorized land vehicle","Arr. Charleroi",2009-01-01,1995
"Number","Theft of a motorized land vehicle","Arr. Mons",2009-01-01,857
"Number","Theft of a motorized land vehicle","Arr. Mouscron",2009-01-01,301
"Number","Theft of a motorized land vehicle","Arr. Soignies",2009-01-01,443
"Number","Theft of a motorized land vehicle","Arr. Thuin",2009-01-01,364
"Number","Theft of a motorized land vehicle","Arr. Tournai",2009-01-01,403
"Number","Theft of a motorized land vehicle","Prov. Liège",2009-01-01,3580
"Number","Theft of a motorized land vehicle","Arr. Huy",2009-01-01,209
"Number","Theft of a motorized land vehicle","Arr. Liège",2009-01-01,2823
"Number","Theft of a motorized land vehicle","Arr. Waremme",2009-01-01,115
"Number","Theft of a motorized land vehicle","Arr. Verviers - communes francophones",2009-01-01,386
"Number","Theft of a motorized land vehicle","Bezirk Verviers - Deutschsprachige Gemeinschaft",2009-01-01,47
"Number","Theft of a motorized land vehicle","Prov. Luxembourg (BE)",2009-01-01,528
"Number","Theft of a motorized land vehicle","Arr. Arlon",2009-01-01,171
"Number","Theft of a motorized land vehicle","Arr. Bastogne",2009-01-01,85
"Number","Theft of a motorized land vehicle","Arr. Marche-en-Famenne",2009-01-01,88
"Number","Theft of a motorized land vehicle","Arr. Neufchâteau",2009-01-01,89
"Number","Theft of a motorized land vehicle","Arr. Virton",2009-01-01,95
"Number","Theft of a motorized land vehicle","Prov. Namur",2009-01-01,844
"Number","Theft of a motorized land vehicle","Arr. Dinant",2009-01-01,155
"Number","Theft of a motorized land vehicle","Arr. Namur",2009-01-01,554
"Number","Theft of a motorized land vehicle","Arr. Philippeville",2009-01-01,135
"Number","Theft of a motorized land vehicle","Bulgaria",2009-01-01,388
"Number","Theft of a motorized land vehicle","Severna i yugoiztochna Bulgaria",2009-01-01,274
"Number","Theft of a motorized land vehicle","Severozapaden",2009-01-01,95
"Number","Theft of a motorized land vehicle","Vidin",2009-01-01,7
"Number","Theft of a motorized land vehicle","Montana",2009-01-01,29
"Number","Theft of a motorized land vehicle","Vratsa",2009-01-01,20
"Number","Theft of a motorized land vehicle","Pleven",2009-01-01,30
"Number","Theft of a motorized land vehicle","Lovech",2009-01-01,9
"Number","Theft of a motorized land vehicle","Severen tsentralen",2009-01-01,17
"Number","Theft of a motorized land vehicle","Veliko Tarnovo",2009-01-01,5
"Number","Theft of a motorized land vehicle","Gabrovo",2009-01-01,7
"Number","Theft of a motorized land vehicle","Ruse",2009-01-01,3
"Number","Theft of a motorized land vehicle","Razgrad",2009-01-01,1
"Number","Theft of a motorized land vehicle","Silistra",2009-01-01,1
"Number","Theft of a motorized land vehicle","Severoiztochen",2009-01-01,82
"Number","Theft of a motorized land vehicle","Varna",2009-01-01,69
"Number","Theft of a motorized land vehicle","Dobrich",2009-01-01,7
"Number","Theft of a motorized land vehicle","Shumen",2009-01-01,6
"Number","Theft of a motorized land vehicle","Targovishte",2009-01-01,0
"Number","Theft of a motorized land vehicle","Yugoiztochen",2009-01-01,80
"Number","Theft of a motorized land vehicle","Burgas",2009-01-01,44
"Number","Theft of a motorized land vehicle","Sliven",2009-01-01,7
"Number","Theft of a motorized land vehicle","Yambol",2009-01-01,7
"Number","Theft of a motorized land vehicle","Stara Zagora",2009-01-01,22
"Number","Theft of a motorized land vehicle","Yugozapadna i yuzhna tsentralna Bulgaria",2009-01-01,113
"Number","Theft of a motorized land vehicle","Yugozapaden",2009-01-01,53
"Number","Theft of a motorized land vehicle","Sofia (stolitsa)",2009-01-01,20
"Number","Theft of a motorized land vehicle","Sofia",2009-01-01,9
"Number","Theft of a motorized land vehicle","Blagoevgrad",2009-01-01,10
"Number","Theft of a motorized land vehicle","Pernik",2009-01-01,9
"Number","Theft of a motorized land vehicle","Kyustendil",2009-01-01,5
"Number","Theft of a motorized land vehicle","Yuzhen tsentralen",2009-01-01,60
"Number","Theft of a motorized land vehicle","Plovdiv",2009-01-01,26
"Number","Theft of a motorized land vehicle","Haskovo",2009-01-01,15
"Number","Theft of a motorized land vehicle","Pazardzhik",2009-01-01,17
"Number","Theft of a motorized land vehicle","Smolyan",2009-01-01,0
"Number","Theft of a motorized land vehicle","Kardzhali",2009-01-01,2
"Number","Theft of a motorized land vehicle","Extra-Regio NUTS 1",2009-01-01,1
"Number","Theft of a motorized land vehicle","Extra-Regio NUTS 2",2009-01-01,1
"Number","Theft of a motorized land vehicle","Extra-Regio NUTS 3",2009-01-01,1
"Number","Theft of a motorized land vehicle","Switzerland",2009-01-01,9115
"Number","Theft of a motorized land vehicle","Région lémanique",2009-01-01,3210
"Number","Theft of a motorized land vehicle","Vaud",2009-01-01,1011
"Number","Theft of a motorized land vehicle","Valais",2009-01-01,288
"Number","Theft of a motorized land vehicle","Genève",2009-01-01,1911
"Number","Theft of a motorized land vehicle","Espace Mittelland",2009-01-01,1928
"Number","Theft of a motorized land vehicle","Bern",2009-01-01,1214
"Number","Theft of a motorized land vehicle","Freiburg",2009-01-01,207
"Number","Theft of a motorized land vehicle","Solothurn",2009-01-01,288
"Number","Theft of a motorized land vehicle","Neuchâtel",2009-01-01,163
"Number","Theft of a motorized land vehicle","Jura",2009-01-01,56
"Number","Theft of a motorized land vehicle","Nordwestschweiz",2009-01-01,1319
"Number","Theft of a motorized land vehicle","Basel-Stadt",2009-01-01,337
"Number","Theft of a motorized land vehicle","Basel-Landschaft",2009-01-01,268
"Number","Theft of a motorized land vehicle","Aargau",2009-01-01,714
"Number","Theft of a motorized land vehicle","Zürich",2009-01-01,817
"Number","Theft of a motorized land vehicle","Zürich",2009-01-01,817
"Number","Theft of a motorized land vehicle","Ostschweiz",2009-01-01,886
"Number","Theft of a motorized land vehicle","Glarus",2009-01-01,9
"Number","Theft of a motorized land vehicle","Schaffhausen",2009-01-01,64
"Number","Theft of a motorized land vehicle","Appenzell Ausserrhoden",2009-01-01,52
"Number","Theft of a motorized land vehicle","Appenzell Innerrhoden",2009-01-01,15
